n,Year_Month,citizen_ge,visitor_type_en,pa_ge,pa_en,visits
616,2019-09,უცხოელი,International,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,858
617,2019-10,უცხოელი,International,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,501
618,2019-11,უცხოელი,International,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,97
619,2019-12,უცხოელი,International,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,45
620,2020-01,ქართველი,Domestic,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,24
621,2020-02,ქართველი,Domestic,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,75
622,2020-03,ქართველი,Domestic,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,194
623,2020-06,ქართველი,Domestic,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,178
624,2020-07,ქართველი,Domestic,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,221
625,2020-08,ქართველი,Domestic,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,87
626,2020-09,ქართველი,Domestic,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,113
627,2020-10,ქართველი,Domestic,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,595
628,2020-11,ქართველი,Domestic,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,55
629,2020-12,ქართველი,Domestic,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,32
630,2020-01,უცხოელი,International,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,16
631,2020-02,უცხოელი,International,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,14
632,2020-03,უცხოელი,International,ვაშლოვანის დაცული ტერიტორიები,Vashlovani Protected Areas,21
